Age,Class of Worker,Educational Attainment,Marital Status,Occupation,Place of Birth,Hours Worked per Week,Sex,Race,Target
73,2,16,0,9130,22,40,0,0,0
55,2,15,0,4130,47,40,1,1,0
21,3,20,4,5730,13,30,1,1,0
72,5,23,2,2205,48,2,1,0,1
24,0,8,4,6260,314,48,0,2,0
39,0,8,4,4230,314,30,1,2,0
18,2,5,4,4220,314,24,0,2,0
52,1,20,0,530,22,40,1,0,0
58,6,13,0,6200,22,40,0,0,1
33,6,20,0,735,22,35,0,0,1
33,2,20,0,2310,22,50,1,0,0
41,1,22,0,2100,28,40,1,8,1
39,5,17,0,9130,239,75,0,0,1
27,3,20,0,2320,22,40,1,0,0
27,0,15,0,4220,22,40,0,0,0
56,0,20,0,440,22,80,0,0,1
55,1,21,0,120,22,38,1,0,1
44,3,19,0,7000,22,50,0,0,1
38,0,19,0,3220,22,40,1,0,0
32,5,20,4,735,22,20,1,0,0
37,0,20,4,735,24,40,0,0,1
40,0,20,4,2320,22,50,1,0,1
57,5,20,0,6050,22,40,0,0,1
62,6,21,0,4850,22,40,1,0,1
69,0,15,0,4150,39,25,1,0,0
81,0,16,0,4030,17,30,0,0,1
28,1,20,0,710,22,40,1,0,1
30,0,20,0,3245,22,25,0,0,0
33,0,21,0,3110,22,50,1,0,1
34,0,21,0,800,22,40,0,0,1
37,3,20,0,1745,37,40,0,0,1
59,0,15,0,120,22,40,1,0,0
64,0,15,0,4700,22,50,0,0,1
60,1,15,4,8300,8,30,0,0,0
54,0,19,2,440,22,40,0,0,1
29,5,18,0,5510,32,8,1,0,0
26,0,15,4,4020,22,30,1,0,0
27,7,12,4,7200,22,20,0,0,0
54,0,15,1,5400,48,32,1,0,0
46,0,15,4,20,22,99,0,0,1
60,5,13,0,7200,22,60,0,0,0
62,2,15,0,5860,22,40,1,0,0
56,6,19,0,205,19,52,0,0,1
59,4,19,0,440,22,45,1,0,1
63,0,18,4,3930,34,40,1,0,0
42,0,18,4,4110,22,37,1,8,0
46,0,17,4,4760,22,35,0,8,1
40,0,15,4,3602,22,36,0,1,0
67,0,15,0,8300,22,32,1,8,0
31,5,14,0,4251,36,40,0,1,0
48,4,20,4,440,22,60,1,1,1
53,0,21,2,2014,40,60,1,8,1
26,0,17,4,7315,22,8,0,8,0
55,3,15,4,5260,22,40,1,1,0
54,6,20,0,3050,22,38,0,0,1
53,0,21,0,3258,28,40,1,0,1
56,0,20,0,20,247,40,0,5,1
47,0,18,0,2300,247,40,1,5,0
45,0,17,2,4230,22,60,1,0,0
54,2,20,0,2320,2,40,1,0,1
60,2,21,0,2310,11,35,0,0,0
54,0,17,0,4700,22,38,1,1,1
52,0,15,0,6520,22,40,0,1,0
17,0,13,4,4020,22,15,1,1,0
36,0,18,4,5240,22,40,1,1,0
58,0,15,0,5120,22,40,1,0,0
59,2,15,0,3940,22,10,0,0,0
32,3,21,4,2205,39,50,0,0,0
31,3,20,4,2400,22,40,1,0,0
39,6,22,0,350,20,55,1,0,1
47,6,20,0,2722,47,50,0,0,0
19,5,18,4,4720,22,32,1,0,0
73,0,20,2,4540,22,5,1,0,0
41,2,20,4,2310,22,40,1,0,0
58,0,15,4,20,22,40,1,0,1
83,0,15,1,4810,5,40,1,0,0
44,0,18,0,5140,22,40,0,0,1
23,0,20,4,1551,22,40,0,0,0
22,0,18,4,3500,22,35,1,0,0
52,1,20,4,3160,233,25,1,5,1
70,1,7,0,8990,22,45,0,0,1
65,1,17,2,160,22,50,1,0,1
50,0,15,4,6230,22,24,0,0,0
55,0,15,4,4020,22,8,0,1,0
20,0,18,4,4055,22,20,1,0,0
21,3,19,4,1970,22,13,1,0,0
53,5,16,3,4710,22,40,0,1,0
62,6,15,0,1555,22,20,0,0,0
50,0,18,2,3930,22,40,1,1,0
42,0,20,4,4760,15,40,0,8,0
30,0,19,4,4760,22,40,1,1,0
76,1,21,2,2060,22,28,1,0,1
53,5,17,4,6230,22,30,0,0,0
42,3,20,0,110,42,40,0,0,1
41,0,20,0,3255,22,36,1,0,1
55,0,15,0,8990,22,40,0,0,1
25,0,20,4,4710,22,40,0,0,1
22,0,20,4,1970,22,40,1,0,0
76,0,15,0,4251,22,30,0,0,0
44,0,16,0,5120,22,16,1,0,0
47,0,16,0,6200,48,84,0,0,1
19,0,18,4,5810,22,20,0,0,0
79,0,15,0,520,22,32,0,0,1
61,0,17,0,310,22,55,1,1,0
41,0,15,4,9620,22,45,0,1,0
34,0,12,4,4140,22,32,0,1,0
24,0,15,4,440,22,40,1,1,0
70,1,20,0,2040,27,5,0,0,0
70,3,20,0,2310,22,12,1,0,0
33,3,21,0,2205,1,40,1,1,1
34,0,19,0,4000,1,50,0,1,1
52,4,20,0,3870,4,40,0,0,1
48,0,20,0,2310,48,25,1,0,0
37,0,21,0,4700,161,40,1,0,1
48,0,21,0,4700,22,50,0,0,1
54,0,15,0,7700,22,40,1,1,0
56,0,15,0,9130,22,50,0,1,0
75,2,18,0,3940,39,32,1,0,0
56,0,16,0,6260,22,40,0,0,1
38,6,21,2,120,22,40,0,0,1
46,0,0,0,9130,12,48,0,1,0
44,0,20,0,6230,12,48,1,1,0
22,0,15,4,7810,12,40,1,1,0
48,0,14,4,7740,22,40,0,1,0
21,0,14,4,9645,22,35,0,1,0
77,5,15,1,6230,22,3,0,1,0
55,0,18,0,4461,22,80,0,0,0
59,0,15,0,5860,22,40,1,0,0
21,0,20,4,3602,22,16,1,5,0
22,0,20,4,4110,12,25,1,0,0
73,6,17,0,10,22,25,0,0,1
46,6,18,0,9130,22,35,1,1,0
50,0,18,0,9600,22,28,0,1,0
29,3,20,4,1108,22,40,0,1,0
32,0,20,0,7100,22,50,0,0,1
32,0,19,0,3645,22,40,1,0,0
51,0,15,0,8810,72,40,0,0,1
47,0,15,0,9645,110,33,1,0,0
48,7,18,4,6115,247,99,0,5,0
51,0,15,2,4110,215,40,1,5,1
47,6,18,4,2145,22,40,1,1,0
28,5,21,4,410,22,40,1,1,0
21,0,18,4,9645,22,40,0,1,0
55,5,16,0,5120,22,20,1,0,0
22,0,9,4,6260,22,30,0,0,0
54,1,23,0,2205,17,40,0,0,1
54,1,21,0,2014,315,40,1,8,1
67,0,15,2,9130,110,35,0,0,0
46,3,15,4,4220,22,20,0,1,0
32,0,20,0,710,22,50,1,0,1
35,2,20,0,3740,22,60,0,0,1
32,0,15,0,7700,28,50,0,0,1
34,0,19,4,4020,22,32,1,1,0
60,3,20,0,3300,48,40,0,0,1
41,0,18,4,3649,22,25,1,0,0
65,0,20,0,4850,24,50,0,0,1
65,5,18,0,4965,22,30,1,0,0
28,0,22,0,3090,216,40,1,0,1
43,0,21,0,800,22,45,1,1,1
42,0,18,0,9130,22,60,0,1,1
62,1,20,4,3255,22,36,1,0,1
51,0,23,0,3040,36,40,1,0,1
41,0,19,0,9130,27,40,0,0,0
33,0,20,4,8800,28,40,0,1,0
55,1,20,2,630,12,40,1,0,1
53,2,20,2,2320,13,40,0,0,1
68,0,20,0,3255,22,40,1,1,1
73,6,21,0,10,22,20,0,0,1
33,2,18,2,5521,22,40,1,0,0
25,0,16,2,6410,22,40,0,0,0
46,0,14,1,9645,22,40,1,1,0
22,0,18,4,9640,22,48,1,1,0
18,0,15,4,2545,22,20,1,1,0
46,0,13,3,9610,22,40,0,1,1
81,0,23,0,1350,301,32,0,0,1
51,0,15,2,9620,6,60,0,1,1
38,0,20,4,4000,22,50,0,0,0
35,0,21,4,3255,22,40,1,0,1
65,1,13,1,5160,6,80,1,1,1
30,1,18,4,3603,22,30,1,1,0
20,0,19,4,3602,22,20,1,0,0
41,5,20,2,4920,22,20,1,7,0
61,0,18,4,7140,116,40,0,0,1
70,0,20,0,800,22,10,1,0,1
52,3,20,4,800,22,40,1,1,1
43,0,17,0,3421,22,40,1,0,1
46,0,18,0,3545,22,40,0,0,1
71,0,21,1,4760,40,8,1,0,0
43,0,20,0,2205,22,40,0,0,1
40,2,20,0,3820,22,50,1,0,1
43,0,0,0,3601,22,40,1,1,0
48,0,0,0,9130,22,84,0,1,1
44,0,19,2,5000,22,40,1,0,0
24,0,18,0,6230,327,48,0,8,0
68,0,15,0,8990,22,8,0,0,0
64,3,19,0,750,22,40,1,0,1
54,2,20,0,230,28,40,0,0,1
48,2,20,0,2545,28,40,1,0,0
22,0,20,4,2360,22,20,1,0,0
27,0,21,4,6230,22,40,1,0,1
26,0,20,4,2545,22,35,1,0,0
57,5,17,0,4510,48,40,0,0,0
58,5,17,0,4510,22,40,0,0,0
54,0,18,2,7260,22,40,0,1,0
59,0,15,4,7540,22,40,1,0,0
44,0,18,0,7340,22,60,0,0,1
43,0,18,0,5740,48,44,1,0,0
23,0,15,4,5320,48,40,0,0,0
19,0,18,4,4110,48,15,1,0,0
54,1,16,0,3645,22,40,1,0,0
72,0,10,1,4220,22,40,1,2,0
41,0,15,4,8950,22,40,1,8,0
33,0,19,0,3255,28,40,0,0,1
33,0,20,0,3255,22,40,1,0,1
37,0,20,4,4150,26,35,1,5,0
28,1,21,0,1360,210,40,0,5,1
27,0,23,0,3090,210,70,1,5,1
67,1,20,0,2310,22,40,1,0,0
67,0,20,0,4810,22,36,0,0,0
27,0,20,4,2640,22,38,1,0,0
47,0,20,0,3255,22,24,1,8,1
50,6,20,0,630,22,40,0,8,1
33,0,20,0,335,22,40,0,0,0
33,0,20,0,5240,22,30,1,0,0
63,0,15,4,6230,42,40,0,0,0
60,0,15,0,60,22,40,0,0,1
39,0,16,4,6950,22,40,0,0,0
30,0,16,0,7330,22,50,0,0,1
29,0,18,0,5740,22,20,1,0,0
61,3,20,0,750,22,40,1,0,1
41,0,22,0,4700,22,40,0,0,1
38,0,16,4,7810,22,40,0,1,0
21,0,15,4,4720,22,40,1,1,0
25,0,21,4,5110,13,40,0,0,0
24,0,20,4,20,22,40,1,0,0
64,0,15,1,9645,22,40,1,0,1
69,2,18,2,2555,22,40,1,1,0
49,4,18,0,6305,48,40,0,0,1
51,4,18,0,540,22,40,1,0,1
21,0,20,4,3300,22,40,1,0,0
52,0,15,0,20,22,45,0,0,1
42,0,20,0,10,126,40,0,0,1
41,0,15,0,7210,22,45,0,0,0
58,0,15,0,9310,22,40,0,0,0
57,0,19,0,52,22,40,1,0,0
49,0,20,4,120,22,40,1,1,1
29,0,15,4,3603,22,8,1,1,0
67,0,15,0,6355,22,40,0,0,0
66,0,15,0,5740,22,25,1,0,0
38,0,18,4,7340,22,30,0,0,0
33,3,21,4,2310,22,60,1,1,1
40,0,22,0,440,22,45,0,0,1
40,2,22,0,2310,22,40,1,0,0
27,1,11,0,3430,22,30,1,1,0
28,0,10,0,8810,22,37,0,1,0
53,0,18,0,4760,36,45,0,0,1
42,0,17,0,5740,22,38,1,0,0
18,0,13,4,4720,22,12,0,0,0
58,2,15,4,230,22,50,1,1,0
42,0,20,4,1530,217,40,0,5,1
71,1,15,0,5110,13,10,1,0,0
71,0,15,0,220,6,40,0,0,0
41,1,20,0,5740,22,40,1,0,0
46,3,20,0,3870,22,50,0,0,0
27,0,18,0,5240,22,40,1,0,0
31,0,18,0,9510,22,40,0,0,0
25,0,16,4,4160,22,25,0,1,0
42,4,21,4,2435,26,40,0,0,0
21,0,14,4,6260,315,48,0,7,0
50,0,14,1,2545,315,65,1,7,1
58,0,0,2,5120,22,50,1,7,1
27,6,19,4,4720,22,4,1,7,0
39,0,15,0,5510,22,40,1,1,0
18,0,15,4,4720,22,32,1,1,0
38,0,17,0,6825,22,84,0,0,1
44,1,20,0,2310,22,50,1,0,1
44,0,21,0,810,17,50,0,0,1
41,5,16,0,20,22,50,0,0,1
46,5,15,0,3645,22,24,1,0,0
64,5,15,2,4510,22,60,1,0,0
36,0,19,0,1006,22,40,1,1,1
36,0,18,0,9130,22,55,0,1,0
28,3,21,0,230,22,40,1,0,1
30,3,8,0,6200,22,40,0,0,0
72,0,20,0,3255,22,40,1,1,0
59,0,18,2,9130,36,36,0,8,0
57,0,18,2,52,22,40,1,0,0
40,7,18,4,3602,22,49,1,0,0
33,0,17,0,4850,22,40,0,0,0
32,0,20,0,3645,22,40,1,0,0
27,0,18,4,750,22,40,0,0,1
34,0,19,2,3500,22,40,1,0,0
26,2,20,0,3255,22,36,1,0,1
27,5,15,0,4200,16,24,0,0,0
79,5,15,0,4820,22,60,0,0,1
62,0,15,0,20,22,60,1,0,0
28,0,20,4,5510,13,45,0,0,1
20,0,17,0,205,22,40,0,0,1
22,7,18,0,4700,22,45,1,0,1
43,6,15,0,9130,22,50,0,0,1
60,0,20,2,4710,22,40,1,1,0
52,0,15,2,4020,22,40,0,1,0
68,1,18,4,5820,22,32,1,1,0
43,1,18,2,9130,22,32,0,1,0
67,0,20,0,9121,22,30,0,1,0
53,5,15,0,310,22,50,1,5,0
55,5,15,0,4000,22,55,0,5,0
64,0,15,0,3930,12,40,0,1,1
31,0,21,4,1021,210,40,0,5,0
57,5,18,0,520,22,25,1,1,0
65,0,13,1,9610,22,18,1,1,0
37,0,0,2,4720,22,70,0,1,0
32,0,20,0,800,22,40,1,0,1
29,0,18,0,4760,22,40,0,0,1
39,0,18,4,8740,22,40,1,0,0
44,0,19,4,1105,22,40,0,0,1
20,0,18,4,2205,22,3,1,0,0
39,4,21,2,2145,22,40,1,0,1
38,0,20,0,310,22,55,1,0,1
38,0,20,0,310,22,60,0,0,1
40,4,21,0,1021,40,40,1,0,1
37,4,21,0,9030,6,40,0,0,0
37,0,17,0,1108,22,45,0,0,1
56,6,15,0,4920,22,50,1,0,1
55,5,15,0,7340,54,60,0,0,1
63,0,15,0,7330,22,40,0,0,1
65,0,20,0,2830,36,40,1,0,1
47,2,18,0,6260,22,40,0,0,1
47,0,13,0,3515,22,40,1,0,0
18,0,15,4,4055,22,20,1,0,0
17,0,13,4,4020,22,25,0,0,0
74,0,20,0,4965,22,30,1,0,0
74,1,20,0,10,22,25,0,0,1
70,3,15,1,3602,22,40,1,1,0
69,0,23,0,3050,22,20,0,0,1
40,0,11,2,6230,22,45,0,0,0
40,0,17,2,4850,5,40,1,0,0
39,0,0,0,7810,26,9,1,1,0
50,2,18,0,2310,22,40,1,0,0
52,0,15,0,5000,22,40,1,0,0
47,0,15,0,705,22,55,0,0,1
19,0,15,4,7315,22,45,0,0,0
70,6,20,0,1360,22,60,0,0,1
49,0,17,0,9130,22,49,0,0,1
19,0,15,4,4720,22,40,0,0,0
82,0,15,0,4540,22,10,1,0,0
54,6,15,0,7360,22,40,0,0,1
60,2,18,0,5860,22,40,1,0,0
78,5,15,0,7315,22,6,0,0,0
55,0,19,0,4710,22,32,0,0,0
61,0,15,4,3602,22,45,1,0,0
31,3,19,4,3740,22,45,0,0,1
72,2,14,2,5010,22,40,1,0,1
67,0,21,0,2545,53,20,1,0,0
67,0,19,0,3930,22,10,0,0,0
54,0,15,4,4010,22,44,1,1,0
47,4,19,4,9830,22,50,0,1,1
63,0,21,0,4030,39,15,1,0,0
65,0,19,0,3255,22,40,0,0,1
37,0,17,4,5000,22,40,1,0,1
59,0,15,0,7360,22,40,0,0,0
60,1,14,0,4230,17,40,1,0,0
70,0,20,0,120,22,35,0,0,1
30,4,18,4,3930,22,40,1,1,0
45,0,17,0,5410,22,40,0,0,1
29,0,22,4,3010,22,36,0,0,1
57,0,15,4,7360,22,40,0,0,0
56,6,19,0,6230,51,60,0,0,0
58,3,20,0,2014,22,60,1,0,1
32,2,15,4,3820,22,40,0,0,1
42,0,19,4,20,13,25,0,0,0
59,0,0,0,9142,207,20,0,5,0
54,0,19,0,4150,207,20,1,5,0
25,0,20,4,4700,207,40,1,5,0
49,0,18,4,9300,22,84,0,1,1
65,5,15,0,8335,22,40,0,0,1
53,0,21,0,3645,440,50,0,1,0
45,0,20,0,3255,440,50,1,1,0
17,0,15,4,4760,440,13,1,1,0
59,3,19,2,4220,22,40,0,1,0
63,0,20,2,4200,48,42,1,0,1
65,0,22,0,3090,39,40,0,0,1
40,0,17,0,300,55,45,0,0,1
38,0,21,0,40,22,40,1,0,1
61,1,11,0,3602,4,40,1,0,0
73,0,17,1,5120,22,40,1,1,1
24,5,15,4,4251,22,5,0,1,0
25,1,18,4,3645,22,40,1,1,0
55,0,18,0,5510,22,37,1,0,1
55,0,16,0,6050,22,40,0,0,0
36,1,20,4,2002,22,40,1,7,0
37,4,19,4,8990,22,40,0,5,1
26,0,18,4,4521,22,45,1,5,0
51,3,20,2,2320,22,40,1,0,0
41,0,0,1,9005,22,40,1,0,0
49,0,16,2,20,22,40,0,0,1
24,0,20,4,2640,22,20,1,0,0
54,3,22,0,2320,22,50,0,0,1
52,3,20,0,2310,22,40,1,0,1
27,0,15,0,9510,22,45,0,8,1
25,0,15,0,5400,22,40,1,0,0
30,0,23,0,2100,22,45,1,0,0
34,2,17,0,3740,22,60,0,0,0
37,0,16,0,440,22,55,0,0,0
81,7,23,4,2600,247,48,1,5,0
48,0,17,0,8990,22,50,0,0,1
43,2,20,0,2722,22,40,1,0,1
29,0,20,0,3255,22,40,1,0,1
30,0,20,0,7700,48,40,0,0,1
55,5,18,4,2634,17,50,0,0,0
55,0,20,4,9130,17,35,0,0,0
73,0,20,0,10,22,65,0,8,1
66,3,23,0,2205,39,50,1,0,1
73,0,15,0,8740,5,40,0,0,1
58,0,15,2,4720,12,6,1,0,0
22,0,15,4,4720,22,36,0,0,0
31,0,15,0,6200,48,40,0,0,1
53,3,20,0,2310,22,10,1,0,0
53,3,16,0,9122,22,52,0,7,1
17,0,13,4,4720,22,15,1,0,0
49,0,12,0,3602,48,20,1,1,0
63,0,15,0,8990,22,40,0,1,0
67,6,20,0,800,22,40,0,0,1
66,1,20,0,5110,22,40,1,0,0
72,0,17,2,3322,48,6,1,0,0
64,0,0,1,6410,116,40,0,0,0
26,0,18,4,9645,22,35,0,1,0
21,0,18,4,4720,22,30,1,1,0
28,2,18,4,1050,22,40,0,0,0
27,2,15,4,7340,45,40,0,8,0
57,0,18,2,220,109,40,0,0,1
35,0,18,4,9620,22,50,1,1,0
47,4,18,0,5550,22,55,0,8,0
40,0,20,0,3255,22,50,1,0,1
85,2,15,0,3802,22,36,0,1,1
32,2,20,4,230,4,40,1,1,1
38,0,18,2,630,22,64,0,1,1
43,0,0,4,2006,22,40,1,1,0
40,0,20,4,800,22,40,0,0,1
42,0,21,3,800,22,48,1,0,1
30,0,15,0,4700,22,40,0,0,0
29,0,20,0,3255,22,40,1,0,1
42,6,13,4,4200,314,40,0,7,1
20,0,15,4,4850,314,40,1,7,0
65,2,21,0,440,5,38,0,0,1
46,2,21,0,2330,233,40,0,5,0
36,2,20,0,2300,233,40,1,5,0
60,0,20,0,10,238,45,0,5,1
57,4,23,0,1650,210,55,1,5,1
66,0,20,0,110,22,17,1,0,1
24,0,15,4,8630,22,42,0,2,1
49,0,17,2,3421,373,35,1,0,0
60,2,21,1,230,22,40,1,0,1
66,0,19,0,220,28,50,0,0,1
43,7,20,0,2400,13,60,0,0,0
72,0,16,1,9130,22,50,0,0,1
38,0,15,4,5240,22,40,1,0,0
34,0,19,0,7360,22,40,0,0,1
34,0,19,0,8760,22,40,1,0,0
26,0,20,4,2634,22,40,1,8,0
63,0,20,0,1430,22,45,0,0,1
60,1,21,0,2310,12,40,1,0,0
61,0,18,0,440,110,40,0,0,1
17,0,11,4,4055,8,20,1,0,0
59,0,16,2,8140,20,80,1,0,0
48,2,23,2,230,22,45,0,0,1
68,3,22,0,2205,36,40,0,0,1
32,0,19,0,7330,33,45,0,0,1
53,0,20,2,9620,22,40,0,1,1
60,0,20,0,5910,22,12,1,0,0
60,0,15,0,6305,22,58,0,0,0
30,0,19,4,6260,22,28,0,0,0
39,0,22,0,2100,22,60,0,0,1
56,5,18,4,310,9,50,0,0,1
35,2,15,0,3870,28,40,0,0,0
28,0,19,0,4720,28,25,1,0,0
35,0,18,4,4040,22,35,0,0,0
32,0,15,4,4020,22,40,0,0,0
17,4,13,4,4220,22,17,1,1,0
82,0,14,0,2360,139,40,0,0,1
49,0,19,0,3323,34,40,1,0,1
41,2,17,0,3870,22,40,0,0,0
38,0,15,0,7130,22,40,0,0,0
37,0,14,0,5110,22,39,1,0,0
65,0,16,1,310,22,30,1,0,0
30,3,15,3,4020,22,30,1,0,0
47,2,20,2,2310,22,40,1,0,1
27,2,17,4,3802,48,40,0,0,0
55,0,19,0,1970,53,42,1,0,1
56,0,15,0,7700,27,48,0,0,1
25,0,20,4,800,1,40,1,0,1
62,0,15,0,9130,22,60,0,0,1
69,0,10,0,4510,22,30,1,0,0
27,0,18,4,1050,22,40,0,0,0
65,0,14,2,5120,22,40,1,0,1
52,0,20,2,710,22,45,1,1,1
22,2,17,4,3870,22,60,0,0,0
48,0,20,0,4810,22,40,1,0,1
52,6,17,0,4710,22,45,0,8,0
21,0,15,4,5860,22,10,1,0,0
67,5,20,1,800,22,30,1,1,0
56,0,18,0,8990,48,40,1,0,0
60,0,17,0,4210,26,23,0,0,0
42,0,20,0,800,22,40,1,0,0
44,0,20,0,2360,22,40,0,0,1
63,2,13,0,4020,22,40,1,1,0
19,0,17,4,4055,22,30,1,8,0
26,6,19,0,6355,22,80,0,0,1
67,0,15,0,9620,22,40,0,0,1
61,0,18,0,4010,314,60,0,7,1
36,0,20,4,20,22,40,0,7,0
70,2,11,0,5740,22,40,1,0,1
22,0,15,4,4720,22,25,1,1,0
41,4,15,0,9830,29,40,0,0,1
35,0,18,0,4500,233,40,1,5,1
54,2,20,0,3870,28,40,1,1,1
53,2,20,0,3870,28,40,1,1,1
73,6,15,2,4700,22,40,1,0,1
64,0,20,0,8300,40,30,0,0,0
65,2,20,0,2320,36,40,1,8,0
69,0,18,1,2310,22,16,1,8,0
35,0,17,0,3321,22,30,1,1,0
33,0,15,0,6260,22,50,0,1,0
52,3,23,3,2205,22,40,1,0,1
30,0,18,2,4040,22,36,0,8,0
64,0,20,0,350,22,80,0,1,1
60,0,17,0,4010,22,32,1,1,0
69,6,18,0,6442,22,48,0,0,1
60,2,20,0,2320,22,40,1,0,1
39,0,15,4,5940,22,40,1,0,0
40,0,20,4,7700,22,40,0,0,0
39,0,18,4,9640,22,30,1,0,0
82,0,16,2,4950,22,20,1,0,0
40,0,18,0,7430,22,84,0,1,1
61,4,15,2,3602,42,40,1,0,0
31,0,15,4,9640,22,30,1,8,0
40,6,20,0,5000,22,40,0,0,1
44,6,21,0,3230,22,50,1,0,1
52,0,18,4,7340,22,40,0,0,1
52,2,21,4,2310,22,40,1,0,1
57,1,15,3,3603,22,20,1,1,0
33,2,17,4,5860,22,40,1,0,0
77,3,21,0,2205,48,40,1,0,1
30,0,11,0,3930,22,84,0,0,1
27,0,15,0,20,22,25,1,2,0
31,0,18,0,8140,13,40,0,0,0
44,6,20,0,735,22,50,0,0,1
40,0,23,0,3050,22,40,1,0,1
80,5,22,0,2205,42,20,0,0,1
72,1,18,0,705,1,45,0,0,1
47,0,15,2,4020,42,40,0,8,0
45,1,16,2,5740,22,50,1,0,0
39,0,21,0,2100,22,40,0,0,1
36,1,21,0,3255,22,40,1,0,1
70,0,20,0,600,22,10,0,0,1
70,0,15,0,2145,22,24,1,0,1
59,0,15,4,3421,22,40,1,0,1
23,0,18,4,350,22,40,1,0,0
84,6,18,1,4465,22,20,1,1,0
28,3,21,4,2545,22,40,0,5,0
38,0,15,0,6441,22,50,0,0,0
29,6,15,4,440,12,50,0,0,0
56,6,23,0,3040,28,40,0,0,1
24,0,20,4,3255,22,40,1,0,0
30,3,18,4,3602,22,40,1,1,0
44,0,15,4,9610,22,43,0,1,0
40,0,20,3,5240,22,24,1,1,0
29,0,20,4,4030,22,40,0,0,0
49,0,18,0,5740,22,40,1,0,1
55,0,15,0,5240,22,40,0,0,1
24,0,20,4,4435,22,12,1,0,0
77,0,20,0,2350,22,18,1,8,0
28,3,20,4,3870,22,42,0,0,1
28,0,20,4,3300,22,30,0,0,0
72,2,20,0,2310,22,35,1,1,0
78,2,15,0,3946,22,20,0,1,0
44,0,18,4,6260,28,40,0,1,0
64,0,18,0,440,22,40,0,0,1
61,0,16,0,5860,22,20,1,0,0
29,2,21,4,2002,22,40,1,0,0
49,0,18,2,6355,22,50,0,0,1
69,5,22,0,2100,22,4,0,0,1
23,0,20,4,1970,22,40,0,1,0
65,0,11,4,4251,22,20,0,1,0
61,0,11,1,4220,22,40,1,1,0
43,0,16,4,8990,22,48,0,1,0
67,0,17,2,4750,22,50,0,0,1
30,0,19,0,5240,22,45,1,0,0
31,0,19,0,7210,22,40,0,0,1
72,0,19,0,6355,22,40,0,0,1
51,0,20,2,800,22,40,1,0,1
54,0,15,2,4251,39,35,0,0,0
19,0,15,4,1032,22,20,0,7,0
41,0,17,4,4810,4,35,1,0,1
41,0,16,0,440,22,50,0,0,0
30,2,19,0,5940,233,35,1,5,0
17,0,16,4,4055,22,15,0,0,0
17,0,16,4,4030,22,15,0,0,0
63,0,17,0,2633,22,30,1,0,0
60,0,17,4,9645,22,40,0,0,0
60,0,11,1,3602,22,10,1,8,0
50,0,20,0,120,72,45,1,0,1
19,0,15,4,1920,78,40,1,0,0
37,0,20,0,4840,22,50,0,0,1
35,0,20,0,51,22,40,1,0,1
21,6,17,4,7010,22,60,0,0,1
20,5,15,4,4760,22,40,1,0,0
61,0,21,0,3258,22,40,1,0,0
64,6,18,0,10,22,50,0,0,1
59,0,12,1,20,22,45,0,0,1
31,0,15,4,3930,22,60,1,1,0
63,0,12,0,9310,54,84,0,0,1
57,0,19,0,3255,22,40,1,0,1
39,6,20,4,2700,238,39,1,5,0
29,0,16,4,4700,22,40,0,0,0
32,5,18,3,1032,22,35,1,0,0
35,0,17,0,3930,22,40,0,1,0
43,1,15,0,4220,22,3,1,1,0
40,3,19,4,750,22,40,1,1,0
53,2,15,0,5120,22,40,1,0,0
56,0,18,0,9265,22,40,0,0,1
27,0,15,4,5850,22,40,0,0,0
51,0,15,0,5820,22,40,1,0,0
25,0,15,0,9620,22,40,0,0,1
50,0,15,1,6305,22,50,0,0,1
38,0,18,0,9265,22,40,0,0,0
40,2,21,0,2330,1,40,1,0,0
40,2,21,4,2310,22,40,1,1,0
35,0,18,0,1935,42,45,1,0,1
37,0,19,0,7330,22,40,0,0,0
40,6,20,0,850,9,55,0,8,1
39,0,20,0,710,6,55,1,8,1
36,0,19,0,300,22,55,0,0,1
40,0,19,0,3421,22,40,1,0,0
25,2,15,4,3710,22,42,0,1,0
40,0,18,0,4720,207,45,1,5,0
48,0,17,0,4850,22,40,0,0,1
55,2,20,2,5940,22,40,1,1,0
62,0,21,0,4810,22,50,0,0,1
61,0,20,0,10,22,35,1,0,1
32,0,17,2,3603,22,45,1,0,0
47,6,17,2,3602,22,40,1,1,0
46,6,18,0,4920,22,40,1,0,1
69,5,19,0,2640,48,20,0,0,1
59,4,20,0,3300,22,40,1,0,1
55,0,15,0,9130,5,70,0,1,0
55,3,15,0,4220,5,40,1,8,0
75,2,15,0,3820,6,40,0,0,1
66,0,17,0,4700,22,50,0,0,1
66,0,20,0,3310,22,16,1,0,0
52,1,20,0,800,13,40,1,1,1
18,0,13,4,4720,22,25,0,1,0
25,0,15,2,8990,22,50,0,0,1
45,0,0,4,4230,312,40,1,7,0
30,0,18,4,9645,22,25,0,1,0
35,0,15,4,9620,22,40,0,1,0
67,0,15,2,3603,22,8,1,1,0
69,1,20,2,3255,48,40,1,0,1
62,5,18,0,6355,22,60,0,0,0
50,0,15,4,8800,22,30,1,1,0
67,0,15,2,4220,22,10,1,1,0
47,0,19,2,4020,22,40,1,1,0
49,0,15,2,8650,45,55,0,0,1
47,0,15,0,7330,22,45,0,0,1
25,0,15,4,7330,22,50,0,0,1
19,0,15,4,7330,22,45,0,0,0
53,2,20,2,5320,22,36,1,0,0
30,2,21,0,2320,37,45,1,0,1
32,0,20,0,160,6,50,0,0,1
